# Weather station Yahotyn, Ukraine, WMO_ID=33356,selection from 27.10.2017 till 27.10.2018, all days
# Encoding: ANSI
# The data is provided by the website "Reliable Prognosis", rp5.ua 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ua/archive.php?wmo_id=33356&lang=en
#
"Local time in Yahotyn";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"21.04.2018 06:00";"6.3";"752.0";"763.6";"";"78";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.04.2018 03:00";"7.1";"752.7";"764.3";"";"72";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.04.2018 00:00";"10.8";"752.9";"764.3";"";"61";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.04.2018 21:00";"13.7";"753.0";"764.3";"";"47";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.04.2018 18:00";"17.0";"752.4";"763.6";"";"30";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.04.2018 15:00";"16.8";"751.6";"762.8";"";"32";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.04.2018 12:00";"15.1";"751.6";"762.8";"";"35";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.04.2018 09:00";"9.9";"751.4";"762.8";"";"70";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.04.2018 06:00";"7.3";"750.6";"762.1";"";"78";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.04.2018 03:00";"7.7";"749.8";"761.3";"";"79";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.04.2018 00:00";"8.7";"749.2";"760.6";"";"80";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.04.2018 21:00";"9.5";"748.4";"759.8";"";"83";"Wind blowing from the north-west";"6";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.04.2018 18:00";"13.2";"747.1";"758.3";"";"54";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.04.2018 15:00";"14.2";"747.1";"758.3";"";"51";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.04.2018 12:00";"13.8";"747.9";"759.1";"";"53";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.04.2018 09:00";"12.2";"748.5";"759.8";"";"62";"Wind blowing from the north-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.04.2018 06:00";"11.6";"750.0";"761.3";"";"62";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.04.2018 03:00";"11.8";"751.5";"762.8";"";"62";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.04.2018 00:00";"12.6";"752.3";"763.6";"";"59";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.04.2018 21:00";"14.2";"753.0";"764.3";"";"55";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.04.2018 18:00";"17.4";"753.1";"764.3";"";"38";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.04.2018 15:00";"18.6";"754.0";"765.1";"";"34";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.04.2018 12:00";"16.4";"754.6";"765.8";"";"38";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.04.2018 09:00";"12.4";"753.7";"765.1";"";"67";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.04.2018 06:00";"15.2";"752.4";"763.6";"";"76";"Wind blowing from the west";"4";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.04.2018 03:00";"13.3";"752.3";"763.6";"";"63";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"18.04.2018 00:00";"14.5";"752.3";"763.6";"";"52";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.04.2018 21:00";"16.2";"752.4";"763.6";"";"44";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.04.2018 18:00";"17.7";"752.5";"763.6";"";"36";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.04.2018 15:00";"17.5";"753.2";"764.3";"";"47";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.04.2018 12:00";"15.1";"753.1";"764.3";"";"49";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.04.2018 09:00";"10.3";"753.7";"765.1";"";"55";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.04.2018 06:00";"8.1";"752.8";"764.3";"";"68";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.04.2018 03:00";"10.8";"752.9";"764.3";"";"58";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"17.04.2018 00:00";"12.8";"753.8";"765.1";"";"61";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.04.2018 21:00";"16.0";"753.1";"764.3";"";"55";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.04.2018 18:00";"20.5";"753.3";"764.3";"";"42";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.04.2018 15:00";"20.6";"754.1";"765.1";"";"48";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.04.2018 12:00";"19.2";"754.7";"765.8";"";"50";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.04.2018 09:00";"16.0";"754.6";"765.8";"";"64";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.04.2018 06:00";"12.8";"753.8";"765.1";"";"68";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.04.2018 03:00";"13.8";"753.8";"765.1";"";"71";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"16.04.2018 00:00";"14.8";"753.8";"765.1";"";"70";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.04.2018 21:00";"17.4";"753.9";"765.1";"";"63";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.04.2018 18:00";"23.2";"754.2";"765.1";"";"38";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.04.2018 15:00";"21.3";"755.6";"766.6";"";"41";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.04.2018 12:00";"17.8";"757.6";"768.8";"";"42";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.04.2018 09:00";"11.6";"758.1";"769.6";"";"39";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.04.2018 06:00";"6.5";"757.9";"769.6";"";"69";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.04.2018 03:00";"7.7";"758.7";"770.3";"";"59";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"15.04.2018 00:00";"9.7";"758.8";"770.3";"";"55";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.04.2018 21:00";"11.2";"758.8";"770.3";"";"52";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.04.2018 18:00";"16.8";"758.3";"769.6";"";"25";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.04.2018 15:00";"17.0";"759.0";"770.3";"";"22";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.04.2018 12:00";"14.8";"759.0";"770.3";"";"33";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.04.2018 09:00";"9.9";"758.8";"770.3";"";"48";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.04.2018 06:00";"5.3";"757.9";"769.6";"";"70";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.04.2018 03:00";"7.1";"757.2";"768.8";"";"64";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"14.04.2018 00:00";"10.4";"756.6";"768.1";"";"62";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.04.2018 21:00";"14.9";"755.3";"766.6";"";"61";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.04.2018 18:00";"17.4";"754.6";"765.8";"";"49";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.04.2018 15:00";"16.6";"754.6";"765.8";"";"53";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.04.2018 12:00";"14.1";"755.3";"766.6";"";"56";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.04.2018 09:00";"8.4";"755.1";"766.6";"";"75";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.04.2018 06:00";"5.3";"754.1";"765.8";"";"86";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.04.2018 03:00";"6.5";"754.2";"765.8";"";"83";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"13.04.2018 00:00";"8.3";"754.3";"765.8";"";"76";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.04.2018 21:00";"10.2";"754.3";"765.8";"";"77";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.04.2018 18:00";"12.8";"753.8";"765.1";"";"63";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.04.2018 15:00";"8.6";"754.3";"765.8";"";"74";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.04.2018 12:00";"6.5";"755.0";"766.6";"";"78";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.04.2018 09:00";"4.9";"754.1";"765.8";"";"83";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.04.2018 06:00";"4.5";"753.4";"765.1";"";"87";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.04.2018 03:00";"5.3";"752.7";"764.3";"";"84";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"12.04.2018 00:00";"7.3";"752.1";"763.6";"";"81";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.04.2018 21:00";"13.6";"750.8";"762.1";"";"67";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.04.2018 18:00";"21.1";"748.9";"759.8";"";"48";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.04.2018 15:00";"21.9";"748.9";"759.8";"";"38";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.04.2018 12:00";"20.7";"748.8";"759.8";"";"48";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"11.04.2018 09:00";"13.4";"747.9";"759.1";"";"73";"Wind blowing from the north-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"11.04.2018 06:00";"6.5";"747.6";"759.1";"";"95";"Wind blowing from the north";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";"";
"11.04.2018 03:00";"8.3";"747.7";"759.1";"";"93";"Calm, no wind";"0";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"11.04.2018 00:00";"12.5";"747.8";"759.1";"";"80";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.04.2018 21:00";"15.4";"747.9";"759.1";"";"75";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.04.2018 18:00";"20.7";"747.4";"758.3";"";"43";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.04.2018 15:00";"18.8";"748.8";"759.8";"";"49";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.04.2018 12:00";"15.5";"749.4";"760.6";"";"54";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.04.2018 09:00";"10.2";"750.7";"762.1";"";"63";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.04.2018 06:00";"6.9";"751.3";"762.8";"";"75";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.04.2018 03:00";"8.7";"752.1";"763.6";"";"72";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.04.2018 00:00";"11.2";"752.2";"763.6";"";"73";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.04.2018 21:00";"13.8";"753.0";"764.3";"";"69";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.04.2018 18:00";"18.0";"754.0";"765.1";"";"45";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.04.2018 15:00";"17.8";"755.4";"766.6";"";"44";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.04.2018 12:00";"14.6";"756.8";"768.1";"";"55";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.04.2018 09:00";"8.5";"757.2";"768.8";"";"76";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.04.2018 06:00";"4.7";"757.1";"768.8";"";"84";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.04.2018 03:00";"6.1";"757.9";"769.6";"";"80";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.04.2018 00:00";"8.7";"758.0";"769.6";"";"74";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.04.2018 21:00";"9.7";"758.8";"770.3";"";"78";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.04.2018 18:00";"14.6";"759.0";"770.3";"";"46";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.04.2018 15:00";"13.8";"759.7";"771.1";"";"50";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.04.2018 12:00";"11.4";"761.1";"772.6";"";"55";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.04.2018 09:00";"5.7";"760.9";"772.6";"";"68";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.04.2018 06:00";"2.9";"760.7";"772.6";"";"77";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.04.2018 03:00";"3.1";"760.0";"771.8";"";"81";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.04.2018 00:00";"5.1";"760.0";"771.8";"";"67";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.04.2018 21:00";"8.7";"759.5";"771.1";"";"48";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.04.2018 18:00";"13.2";"758.9";"770.3";"";"32";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.04.2018 15:00";"12.9";"758.9";"770.3";"";"31";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.04.2018 12:00";"10.6";"758.8";"770.3";"";"36";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.04.2018 09:00";"8.2";"758.0";"769.6";"";"46";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.04.2018 06:00";"8.1";"756.5";"768.1";"";"68";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.04.2018 03:00";"9.5";"755.1";"766.6";"";"80";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.04.2018 00:00";"9.3";"753.6";"765.1";"";"72";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.04.2018 21:00";"11.0";"752.2";"763.6";"";"63";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.04.2018 18:00";"15.4";"751.6";"762.8";"";"41";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.04.2018 15:00";"14.0";"750.9";"762.1";"";"41";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.04.2018 12:00";"13.2";"750.8";"762.1";"";"47";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.04.2018 09:00";"9.7";"750.7";"762.1";"";"55";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.04.2018 06:00";"6.5";"749.8";"761.3";"";"66";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.04.2018 03:00";"6.9";"749.8";"761.3";"";"67";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.04.2018 00:00";"8.9";"749.2";"760.6";"";"69";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.04.2018 21:00";"10.8";"749.2";"760.6";"";"70";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.04.2018 18:00";"13.8";"749.4";"760.6";"";"56";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.04.2018 15:00";"13.4";"749.4";"760.6";"";"58";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.04.2018 12:00";"10.2";"750.7";"762.1";"";"60";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.04.2018 09:00";"5.5";"750.5";"762.1";"";"77";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.04.2018 06:00";"5.3";"750.5";"762.1";"";"76";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.04.2018 03:00";"7.3";"750.6";"762.1";"";"76";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.04.2018 00:00";"7.5";"751.3";"762.8";"";"78";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.04.2018 21:00";"9.7";"751.4";"762.8";"";"78";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.04.2018 18:00";"17.3";"751.0";"762.1";"";"46";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.04.2018 15:00";"16.8";"751.6";"762.8";"";"47";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.04.2018 12:00";"12.0";"752.3";"763.6";"";"60";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.04.2018 09:00";"6.0";"752.7";"764.3";"";"70";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.04.2018 06:00";"2.3";"752.5";"764.3";"";"83";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.04.2018 03:00";"2.9";"751.9";"763.6";"";"77";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.04.2018 00:00";"3.9";"752.6";"764.3";"";"75";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.04.2018 21:00";"3.9";"752.6";"764.3";"";"65";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.04.2018 18:00";"10.2";"752.2";"763.6";"";"43";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.04.2018 15:00";"8.7";"752.1";"763.6";"";"51";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.04.2018 12:00";"6.3";"752.0";"763.6";"";"57";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.04.2018 09:00";"2.9";"751.1";"762.8";"";"77";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.04.2018 06:00";"1.9";"749.6";"761.3";"";"91";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
